"hgnc" "ensembl"
"NOVA2" "ENSG00000104967"
"NOVA3" NA
"NOX1" "ENSG00000007952"
"NOX3" "ENSG00000074771"
"NOX4" "ENSG00000086991"
"NOX5" "ENSG00000255346"
"NOXA1" "ENSG00000188747"
"NOXO1" "ENSG00000196408"
"NOXRED1" "ENSG00000165555"
"NPAP1" "ENSG00000185823"
"NPAP1L" "ENSG00000278499"
"NPAP1P1" NA
"NPAP1P2" "ENSG00000214695"
"NPAP1P3" "ENSG00000237740"
"NPAP1P4" "ENSG00000236521"
"NPAP1P5" NA
"NPAP1P6" "ENSG00000238002"
"NPAP1P7" "ENSG00000277357"
"NPAP1P8" NA
"NPAP60L" NA
"NPAS1" "ENSG00000130751"
"NPAS2" "ENSG00000170485"
"NPAS2-AS1" "ENSG00000230140"
"NPAS3" "ENSG00000151322"
"NPAS4" "ENSG00000174576"
"NPAT" "ENSG00000149308"
"NPB" "ENSG00000183979"
"NPBWR1" "ENSG00000183729"
"NPBWR2" "ENSG00000125522"
"NPC1" "ENSG00000141458"
"NPC1L1" "ENSG00000015520"
"NPC2" NA
"NPCDR1" NA
"NPDC1" "ENSG00000107281"
"NPEPL1" "ENSG00000215440"
"NPEPPS" "ENSG00000141279"
"NPEPPSP1" "ENSG00000274487"
"NPFF" "ENSG00000139574"
"NPFFR1" "ENSG00000148734"
"NPFFR2" "ENSG00000056291"
"NPH1" NA
"NPHL1" NA
"NPHL2" NA
"NPHP1" "ENSG00000144061"
"NPHP2" NA
"NPHP3" "ENSG00000113971"
"NPHP3-ACAD11" "ENSG00000274810"
"NPHP3-AS1" "ENSG00000248724"
"NPHP4" "ENSG00000131697"
"NPHS1" "ENSG00000161270"
"NPHS2" "ENSG00000116218"
"NPIPA1" "ENSG00000183426"
"NPIPA2" "ENSG00000254852"
"NPIPA3" "ENSG00000224712"
"NPIPA5" "ENSG00000183793"
"NPIPA7" "ENSG00000214967"
"NPIPA8" "ENSG00000214940"
"NPIPA9" "ENSG00000233024"
"NPIPB1P" "ENSG00000257513"
"NPIPB2" "ENSG00000234719"
"NPIPB3" "ENSG00000169246"
"NPIPB4" "ENSG00000185864"
"NPIPB5" "ENSG00000243716"
"NPIPB6" "ENSG00000198156"
"NPIPB7" "ENSG00000233232"
"NPIPB8" "ENSG00000255524"
"NPIPB9" "ENSG00000196993"
"NPIPB10P" "ENSG00000196796"
"NPIPB11" "ENSG00000254206"
"NPIPB12" "ENSG00000169203"
"NPIPB13" "ENSG00000198064"
"NPIPB14P" "ENSG00000226232"
"NPIPB15" "ENSG00000196436"
"NPIPP1" "ENSG00000188599"
"NPL" "ENSG00000135838"
"NPLOC4" "ENSG00000182446"
"NPM1" "ENSG00000181163"
"NPM1P1" "ENSG00000267652"
"NPM1P2" "ENSG00000266227"
"NPM1P3" NA
"NPM1P4" "ENSG00000226703"
"NPM1P5" "ENSG00000258925"
"NPM1P6" "ENSG00000213881"
"NPM1P7" NA
"NPM1P8" "ENSG00000236285"
"NPM1P9" "ENSG00000231066"
"NPM1P10" "ENSG00000214428"
"NPM1P11" "ENSG00000226827"
"NPM1P12" "ENSG00000215311"
"NPM1P13" "ENSG00000232492"
"NPM1P14" "ENSG00000182965"
"NPM1P15" NA
"NPM1P16" NA
"NPM1P17" "ENSG00000242070"
"NPM1P18" "ENSG00000225739"
"NPM1P19" "ENSG00000223864"
"NPM1P20" NA
"NPM1P21" "ENSG00000248578"
"NPM1P22" "ENSG00000227969"
"NPM1P23" "ENSG00000242109"
"NPM1P24" "ENSG00000215086"
"NPM1P25" "ENSG00000229417"
"NPM1P26" "ENSG00000235677"
"NPM1P27" "ENSG00000249353"
"NPM1P28" "ENSG00000240804"
"NPM1P29" "ENSG00000239351"
"NPM1P30" "ENSG00000228219"
"NPM1P31" "ENSG00000214807"
"NPM1P32" "ENSG00000213239"
"NPM1P33" "ENSG00000213925"
"NPM1P34" "ENSG00000232054"
"NPM1P35" "ENSG00000255213"
"NPM1P36" "ENSG00000214604"
"NPM1P37" "ENSG00000219085"
"NPM1P38" "ENSG00000219257"
"NPM1P39" "ENSG00000225159"
"NPM1P40" "ENSG00000236523"
"NPM1P41" "ENSG00000248543"
"NPM1P42" "ENSG00000259259"
"NPM1P43" "ENSG00000259440"
"NPM1P44" NA
"NPM1P45" "ENSG00000265593"
"NPM1P46" "ENSG00000213104"
"NPM1P47" "ENSG00000259466"
"NPM1P48" "ENSG00000231821"
"NPM1P49" "ENSG00000226556"
"NPM1P50" "ENSG00000213333"
"NPM1P51" "ENSG00000230913"
"NPM1P52" "ENSG00000253663"
"NPM2" "ENSG00000158806"
"NPM3" "ENSG00000107833"
"NPMP1" NA
"NPMP2" NA
"NPMP3" NA
"NPMP4" NA
"NPMP5" NA
"NPMP6" NA
"NPMP7" NA
"NPNT" "ENSG00000168743"
"NPPA" "ENSG00000175206"
"NPPA-AS1" "ENSG00000242349"
"NPPB" "ENSG00000120937"
"NPPC" "ENSG00000163273"
"NPPS" NA
"NPR1" "ENSG00000169418"
"NPR2" "ENSG00000159899"
"NPR3" "ENSG00000113389"
"NPRA" NA
"NPRB" NA
"NPRC" NA
"NPRL2" "ENSG00000114388"
"NPRL3" "ENSG00000103148"
"NPS" "ENSG00000214285"
"NPS1" NA
"NPSR1" "ENSG00000187258"
"NPSR1-AS1" "ENSG00000197085"
"NPT1" NA
"NPT2" NA
"NPTN" "ENSG00000156642"
"NPTN-IT1" "ENSG00000281183"
"NPTX1" "ENSG00000171246"
"NPTX2" "ENSG00000106236"
"NPTXR" "ENSG00000221890"
"NPVF" "ENSG00000105954"
"NPW" "ENSG00000183971"
"NPY" "ENSG00000122585"
"NPY1R" "ENSG00000164128"
"NPY2R" "ENSG00000185149"
"NPY4R" "ENSG00000204174"
"NPY4R2" "ENSG00000264717"
"NPY5R" "ENSG00000164129"
"NPY6R" "ENSG00000226306"
"NQO1" "ENSG00000181019"
"NQO2" "ENSG00000124588"
"NQO2-AS1" "ENSG00000224846"
"NR1D1" "ENSG00000126368"
"NR1D2" "ENSG00000174738"
"NR1H1" NA
"NR1H2" "ENSG00000131408"
"NR1H3" "ENSG00000025434"
"NR1H4" "ENSG00000012504"
"NR1H5P" "ENSG00000227970"
"NR1I2" "ENSG00000144852"
"NR1I3" "ENSG00000143257"
"NR1I4" NA
"NR2C1" "ENSG00000120798"
"NR2C2" "ENSG00000177463"
"NR2C2AP" NA
"NR2E1" "ENSG00000112333"
"NR2E3" "ENSG00000278570"
"NR2F1" "ENSG00000175745"
"NR2F1-AS1" "ENSG00000237187"
"NR2F2" "ENSG00000185551"
"NR2F2-AS1" "ENSG00000247809"
"NR2F6" "ENSG00000160113"
"NR3C1" "ENSG00000113580"
"NR3C1P1" NA
"NR3C2" "ENSG00000151623"
"NR4A1" "ENSG00000123358"
"NR4A1AS" "ENSG00000259884"
"NR4A2" "ENSG00000153234"
"NR4A3" "ENSG00000119508"
"NR5A1" "ENSG00000136931"
"NR5A2" "ENSG00000116833"
"NR6A1" "ENSG00000148200"
"NRAD1" "ENSG00000233725"
"NRADDP" "ENSG00000236409"
"NRAMP1" NA
"NRAMP2" NA
"NRAP" "ENSG00000197893"
"NRARP" "ENSG00000198435"
"NRAS" "ENSG00000213281"
"NRASL1" NA
"NRASL2" NA
"NRASL3" NA
"NRAV" "ENSG00000248008"
"NR0B1" "ENSG00000169297"
"NR0B2" "ENSG00000131910"
"NRBF2" "ENSG00000148572"
"NRBF2P1" "ENSG00000267797"
"NRBF2P2" "ENSG00000226933"
"NRBF2P3" "ENSG00000237415"
"NRBF2P4" "ENSG00000253228"
"NRBF2P5" "ENSG00000270427"
"NRBP1" "ENSG00000115216"
"NRBP2" "ENSG00000185189"
"NRCAM" "ENSG00000091129"
"NRDC" "ENSG00000078618"
"NRDE2" "ENSG00000119720"
"NREP" "ENSG00000134986"
"NREP-AS1" "ENSG00000250095"
"NRF1" "ENSG00000106459"
"NRG1" "ENSG00000157168"
"NRG1-IT1" "ENSG00000253974"
"NRG1-IT2" NA
"NRG1-IT3" "ENSG00000254049"
"NRG2" "ENSG00000158458"
"NRG3" "ENSG00000185737"
"NRG3-AS1" "ENSG00000225738"
"NRG4" "ENSG00000169752"
"NRGN" "ENSG00000154146"
"NRIP1" "ENSG00000180530"
"NRIP2" "ENSG00000053702"
"NRIP3" "ENSG00000175352"
"NRIR" "ENSG00000225964"
"NRK" "ENSG00000123572"
"NRL" "ENSG00000129535"
"NRM" "ENSG00000137404"
"NRN1" "ENSG00000124785"
"NRN1L" "ENSG00000188038"
"NRON" "ENSG00000253079"
"NRP1" "ENSG00000099250"
"NRP2" "ENSG00000118257"
"NRPB" NA
"NRROS" "ENSG00000174004"
"NRSN1" "ENSG00000152954"
"NRSN2" "ENSG00000125841"
"NRSN2-AS1" "ENSG00000225377"
"NRTN" "ENSG00000171119"
"NRXN1" "ENSG00000179915"
"NRXN2" "ENSG00000110076"
"NRXN2-AS1" "ENSG00000237410"
"NRXN3" "ENSG00000021645"
"NRXN4" NA
"NS1" NA
"NSA2" "ENSG00000164346"
"NSD1" "ENSG00000165671"
"NSD2" "ENSG00000109685"
"NSD3" "ENSG00000147548"
"NSDHL" "ENSG00000147383"
"NSF" "ENSG00000073969"
"NSFL1C" "ENSG00000088833"
"NSFP1" "ENSG00000260075"
"NSG1" "ENSG00000168824"
"NSG2" "ENSG00000170091"
"NSL1" "ENSG00000117697"
"NSMAF" "ENSG00000035681"
"NSMCE1" "ENSG00000169189"
"NSMCE1-DT" "ENSG00000245888"
"NSMCE2" "ENSG00000156831"
"NSMCE3" "ENSG00000185115"
"NSMCE4A" "ENSG00000107672"
"NSMF" "ENSG00000165802"
"NSP" NA
"NSRP1" "ENSG00000126653"
"NSRP1P1" "ENSG00000235613"
"NSUN2" "ENSG00000037474"
"NSUN3" "ENSG00000178694"
"NSUN4" "ENSG00000117481"
"NSUN5" "ENSG00000130305"
"NSUN5P1" "ENSG00000223705"
"NSUN5P2" "ENSG00000106133"
"NSUN6" "ENSG00000241058"
"NSUN7" "ENSG00000179299"
"NSX" NA
"NT3" NA
"NT5C" "ENSG00000125458"
"NT5C1A" "ENSG00000116981"
"NT5C1B" "ENSG00000185013"
"NT5C1B-RDH14" "ENSG00000250741"
"NT5C2" "ENSG00000076685"
"NT5C3A" "ENSG00000122643"
"NT5C3AP1" "ENSG00000213492"
"NT5C3B" "ENSG00000141698"
"NT5CP1" "ENSG00000258524"
"NT5CP2" "ENSG00000258408"
"NT5CP3" NA
"NT5DC1" "ENSG00000178425"
"NT5DC2" "ENSG00000168268"
"NT5DC3" "ENSG00000111696"
"NT5DC4" "ENSG00000144130"
"NT5E" "ENSG00000135318"
"NT5M" "ENSG00000205309"
"NTAN1" "ENSG00000157045"
"NTAN1P1" "ENSG00000270965"
"NTAN1P2" "ENSG00000250569"
"NTAN1P3" "ENSG00000256355"
"NTF3" "ENSG00000185652"
"NTF4" "ENSG00000225950"
"NTF6A" "ENSG00000267019"
"NTF6B" "ENSG00000267685"
"NTF6G" "ENSG00000267099"
"NTHL1" "ENSG00000065057"
"NTM" "ENSG00000182667"
"NTM-AS1" "ENSG00000224795"
"NTM-IT" "ENSG00000238262"
"NTM-IT1" NA
"NTM-IT2" NA
"NTMT1" "ENSG00000148335"
"NTN1" "ENSG00000065320"
"NTN3" "ENSG00000162068"
"NTN4" "ENSG00000074527"
"NTN5" "ENSG00000142233"
"NTNG1" "ENSG00000162631"
"NTNG2" "ENSG00000196358"
"NTPCR" "ENSG00000135778"
"NTRK1" "ENSG00000198400"
"NTRK2" "ENSG00000148053"
"NTRK3" "ENSG00000140538"
"NTRK3-AS1" "ENSG00000260305"
"NTRK4" NA
"NTRKR1" NA
"NTRKR2" NA
"NTRKR3" NA
"NTS" "ENSG00000133636"
"NTSR1" "ENSG00000101188"
"NTSR2" "ENSG00000169006"
"NUAK1" "ENSG00000074590"
"NUAK2" "ENSG00000163545"
"NUB1" "ENSG00000013374"
"NUBP1" "ENSG00000103274"
"NUBP2" "ENSG00000095906"
"NUBPL" "ENSG00000151413"
"NUCB1" "ENSG00000104805"
"NUCB1-AS1" "ENSG00000235191"
"NUCB2" "ENSG00000070081"
"NUCKS1" "ENSG00000069275"
"NUCKS1P1" "ENSG00000232864"
"NUDC" "ENSG00000090273"
"NUDCD1" "ENSG00000120526"
"NUDCD2" "ENSG00000170584"
"NUDCD3" "ENSG00000015676"
"NUDCP1" NA
"NUDCP2" NA
"NUDT1" "ENSG00000106268"
"NUDT2" "ENSG00000164978"
"NUDT3" "ENSG00000272325"
"NUDT4" "ENSG00000173598"
"NUDT4B" "ENSG00000177144"
"NUDT4P2" "ENSG00000271121"
"NUDT5" "ENSG00000165609"
"NUDT6" "ENSG00000170917"
"NUDT7" "ENSG00000140876"
"NUDT8" "ENSG00000167799"
"NUDT9" "ENSG00000170502"
"NUDT9P1" "ENSG00000234043"
"NUDT10" "ENSG00000122824"
"NUDT11" "ENSG00000196368"
"NUDT12" "ENSG00000112874"
"NUDT13" "ENSG00000166321"
"NUDT14" "ENSG00000183828"
"NUDT15" "ENSG00000136159"
"NUDT15P1" NA
"NUDT15P2" NA
"NUDT16" "ENSG00000198585"
"NUDT16L1" "ENSG00000168101"
"NUDT16P1" "ENSG00000246082"
"NUDT17" "ENSG00000186364"
"NUDT18" "ENSG00000275074"
"NUDT19" "ENSG00000213965"
"NUDT19P1" NA
"NUDT19P2" NA
"NUDT19P3" "ENSG00000216723"
"NUDT19P4" "ENSG00000270900"
"NUDT19P5" "ENSG00000251073"
"NUDT21" "ENSG00000167005"
"NUDT21P1" NA
"NUDT22" "ENSG00000149761"
"NUF2" "ENSG00000143228"
"NUFIP1" "ENSG00000083635"
"NUFIP1P1" "ENSG00000218890"
"NUFIP2" "ENSG00000108256"
"NUGGC" "ENSG00000189233"
"NUMA1" "ENSG00000137497"
"NUMB" "ENSG00000133961"
"NUMBL" "ENSG00000105245"
"NUP35" "ENSG00000163002"
"NUP35P1" "ENSG00000223928"
"NUP35P2" "ENSG00000226285"
"NUP37" "ENSG00000075188"
"NUP42" "ENSG00000136243"
"NUP43" "ENSG00000120253"
"NUP50" "ENSG00000093000"
"NUP50-DT" "ENSG00000226328"
"NUP50P1" NA
"NUP50P2" NA
"NUP50P3" NA
"NUP54" "ENSG00000138750"
"NUP58" "ENSG00000139496"
"NUP58P1" "ENSG00000251436"
"NUP62" "ENSG00000213024"
"NUP62CL" "ENSG00000198088"
"NUP85" NA
"NUP88" "ENSG00000108559"
"NUP93" "ENSG00000102900"
"NUP98" "ENSG00000110713"
"NUP107" "ENSG00000111581"
"NUP133" "ENSG00000069248"
"NUP153" "ENSG00000124789"
"NUP155" "ENSG00000113569"
"NUP160" "ENSG00000030066"
"NUP188" "ENSG00000095319"
"NUP205" "ENSG00000155561"
"NUP210" "ENSG00000132182"
"NUP210L" "ENSG00000143552"
"NUP210P1" "ENSG00000198284"
"NUP210P2" "ENSG00000225275"
"NUP210P3" "ENSG00000248916"
"NUP214" "ENSG00000126883"
"NUPR1" "ENSG00000176046"
"NUPR2" "ENSG00000185290"
"NURR1" NA
"NUS1" "ENSG00000153989"
"NUS1P1" "ENSG00000235636"
"NUS1P2" "ENSG00000234685"
"NUS1P3" "ENSG00000234627"
"NUS1P4" "ENSG00000217686"
"NUSAP1" "ENSG00000137804"
"NUTF2" "ENSG00000102898"
"NUTF2P2" "ENSG00000258300"
"NUTF2P3" "ENSG00000228248"
"NUTF2P4" "ENSG00000234790"
"NUTF2P5" "ENSG00000215227"
"NUTF2P6" "ENSG00000259710"
"NUTF2P7" "ENSG00000229324"
"NUTF2P8" "ENSG00000270654"
"NUTM1" "ENSG00000184507"
"NUTM2A" "ENSG00000184923"
"NUTM2A-AS1" "ENSG00000223482"
"NUTM2B" "ENSG00000188199"
"NUTM2B-AS1" "ENSG00000225484"
"NUTM2D" "ENSG00000214562"
"NUTM2E" "ENSG00000228570"
"NUTM2F" "ENSG00000130950"
"NUTM2G" "ENSG00000188152"
"NUTM2HP" "ENSG00000232706"
"NVL" "ENSG00000143748"
"NWD1" "ENSG00000188039"
"NWD2" "ENSG00000174145"
"NXF1" "ENSG00000162231"
"NXF2" "ENSG00000269405"
"NXF2B" "ENSG00000269437"
"NXF3" "ENSG00000147206"
"NXF4" "ENSG00000196970"
"NXF5" "ENSG00000126952"
"NXN" "ENSG00000167693"
"NXNL1" "ENSG00000171773"
"NXNL2" "ENSG00000130045"
"NXNP1" "ENSG00000226693"
"NXPE1" "ENSG00000095110"
"NXPE2" "ENSG00000204361"
"NXPE2P1" "ENSG00000255982"
"NXPE3" "ENSG00000144815"
"NXPE4" "ENSG00000137634"
"NXPH1" "ENSG00000122584"
"NXPH2" "ENSG00000144227"
"NXPH3" "ENSG00000182575"
"NXPH4" "ENSG00000182379"
"NXT1" "ENSG00000132661"
"NXT1-AS1" "ENSG00000234832"
"NXT1P1" "ENSG00000214823"
"NXT2" "ENSG00000101888"
"NYAP1" "ENSG00000166924"
"NYAP2" "ENSG00000144460"
"NYNRIN" "ENSG00000205978"
"NYS2" NA
"NYS3" NA
"NYS4" NA
"NYX" "ENSG00000188937"
"OA1" NA
"OA3" NA
"OACYLP" "ENSG00000224367"
"OAF" "ENSG00000184232"
"OAP" NA
"OARD1" "ENSG00000124596"
"OAS1" "ENSG00000089127"
"OAS2" "ENSG00000111335"
"OAS3" "ENSG00000111331"
"OASD" NA
"OASL" "ENSG00000135114"
"OASL2P" "ENSG00000283542"
"OAT" "ENSG00000065154"
"OATP1" NA
"OAZ1" "ENSG00000104904"
"OAZ2" "ENSG00000180304"
"OAZ3" "ENSG00000143450"
"OB" NA
"OBI1" "ENSG00000152193"
"OBI1-AS1" "ENSG00000234377"
"OBP2A" "ENSG00000122136"
"OBP2B" "ENSG00000171102"
"OBS" NA
"OBSCN" "ENSG00000154358"
"OBSCN-AS1" "ENSG00000162913"
"OBSCN-IT1" NA
"OBSCN-IT2" NA
"OBSL1" "ENSG00000124006"
"OC90" "ENSG00000253117"
"OCA2" "ENSG00000104044"
"OCA5" NA
"OCD1" NA
"OCEL1" NA
"OCIAD1" "ENSG00000109180"
"OCIAD1-AS1" "ENSG00000248256"
"OCIAD2" "ENSG00000145247"
"OCIAD2P1" NA
"OCLM" "ENSG00000262180"
"OCLN" "ENSG00000197822"
"OCLNP1" "ENSG00000230847"
"OCM" "ENSG00000122543"
"OCM2" "ENSG00000135175"
"OCP1" NA
"OCP2" NA
"OCRL" "ENSG00000122126"
"OCSTAMP" "ENSG00000149635"
"ODAM" "ENSG00000109205"
"ODAPH" "ENSG00000174792"
"ODC1" "ENSG00000115758"
"ODC1-DT" "ENSG00000257135"
"ODCP" "ENSG00000244556"
"ODDD" NA
"ODF1" "ENSG00000155087"
"ODF2" "ENSG00000136811"
"ODF2-AS1" "ENSG00000225951"
"ODF2L" "ENSG00000122417"
"ODF3" "ENSG00000177947"
"ODF3B" "ENSG00000177989"
"ODF3L1" "ENSG00000182950"
"ODF3L2" NA
"ODF4" "ENSG00000184650"
"ODG1" NA
"ODR4" "ENSG00000157181"
"ODT1" NA
"OED" NA
"OFC#" NA
"OFC1" NA
"OFC2" NA
"OFC3" NA
"OFCC1" "ENSG00000181355"
"OFD1" "ENSG00000046651"
"OFD1P1Y" "ENSG00000226011"
"OFD1P2Y" "ENSG00000226611"
"OFD1P3Y" "ENSG00000231988"
"OFD1P4Y" "ENSG00000229406"
"OFD1P5Y" "ENSG00000240438"
"OFD1P6Y" "ENSG00000242153"
"OFD1P7Y" "ENSG00000238088"
"OFD1P8Y" "ENSG00000231159"
"OFD1P9Y" "ENSG00000230476"
"OFD1P10Y" "ENSG00000225466"
"OFD1P11Y" "ENSG00000237302"
"OFD1P12Y" "ENSG00000232585"
"OFD1P13Y" "ENSG00000225287"
"OFD1P14Y" NA
"OFD1P15Y" "ENSG00000234888"
"OFD1P16Y" "ENSG00000277519"
"OFD1P17" "ENSG00000228212"
"OFD1P18Y" "ENSG00000235511"
"OFD1P19Y" NA
"OGA" "ENSG00000198408"
"OGDH" "ENSG00000105953"
"OGDHL" "ENSG00000197444"
"OGFOD1" "ENSG00000087263"
"OGFOD1P1" "ENSG00000231665"
"OGFOD2" "ENSG00000111325"
"OGFOD3" "ENSG00000181396"
"OGFR" "ENSG00000060491"
"OGFR-AS1" "ENSG00000229873"
"OGFRL1" "ENSG00000119900"
"OGFRP1" "ENSG00000182057"
"OGG1" "ENSG00000114026"
"OGN" "ENSG00000106809"
"OGT" "ENSG00000147162"
"OI4" NA
"OIAS" NA
"OIP5" "ENSG00000104147"
"OIP5-AS1" "ENSG00000247556"
"OIT3" "ENSG00000138315"
"OK" NA
"OLA1" "ENSG00000138430"
"OLA1P1" "ENSG00000213790"
"OLA1P2" "ENSG00000213671"
"OLA1P3" "ENSG00000257966"
"OLAH" "ENSG00000152463"
"OLFM1" "ENSG00000130558"
"OLFM2" "ENSG00000105088"
"OLFM3" "ENSG00000118733"
"OLFM4" "ENSG00000102837"
"OLFM5P" "ENSG00000224295"
"OLFML1" "ENSG00000183801"
"OLFML2A" "ENSG00000185585"
"OLFML2B" "ENSG00000162745"
"OLFML3" "ENSG00000116774"
"OLFR@" NA
"OLFR1" NA
"OLIG1" "ENSG00000184221"
"OLIG2" "ENSG00000205927"
"OLIG3" "ENSG00000177468"
"OLMALINC" "ENSG00000235823"
"OLR1" "ENSG00000173391"
"OMA1" "ENSG00000162600"
"OMD" "ENSG00000127083"
"OMG" "ENSG00000126861"
"OMP" "ENSG00000254550"
"ON" NA
"ONECUT1" "ENSG00000169856"
"ONECUT2" "ENSG00000119547"
"ONECUT3" NA
"OOEP" "ENSG00000203907"
"OOEP-AS1" "ENSG00000231332"
"OOSP1" "ENSG00000284873"
"OOSP1P1" "ENSG00000238037"
"OOSP1P2" "ENSG00000263749"
"OOSP2" "ENSG00000149507"
"OOSP3" "ENSG00000285231"
"OOSP4A" "ENSG00000285010"
"OOSP4B" "ENSG00000255393"
"OPA1" "ENSG00000198836"
"OPA1-AS1" "ENSG00000224855"
"OPA2" NA
"OPA3" "ENSG00000125741"
"OPA4" NA
"OPA5" NA
"OPA6" NA
"OPA7" NA
"OPA8" NA
"OPALIN" "ENSG00000197430"
"OPCML" "ENSG00000183715"
"OPCML-IT1" "ENSG00000254896"
"OPCML-IT2" "ENSG00000255371"
"OPD1" NA
"OPD2" NA
"OPEM" NA
"OPG" NA
"OPHN1" "ENSG00000079482"
"OPLAH" "ENSG00000178814"
"OPMD" NA
"OPN" NA
"OPN1LW" "ENSG00000102076"
"OPN1MW" "ENSG00000268221"
"OPN1MW2" "ENSG00000166160"
"OPN1MW3" "ENSG00000269433"
"OPN1SW" "ENSG00000128617"
"OPN3" "ENSG00000054277"
"OPN4" "ENSG00000122375"
"OPN5" "ENSG00000124818"
"OPPG" NA
"OPRD1" "ENSG00000116329"
"OPRK1" "ENSG00000082556"
"OPRL1" "ENSG00000125510"
"OPRM1" "ENSG00000112038"
"OPRPN" "ENSG00000171199"
"OPTC" "ENSG00000188770"
"OPTN" "ENSG00000123240"
"OPTX2" NA
"OR1A1" "ENSG00000172146"
"OR1A2" "ENSG00000172150"
"OR1AA1P" "ENSG00000234288"
"OR1AB1P" "ENSG00000267450"
"OR1AC1P" "ENSG00000267129"
"OR1B1" "ENSG00000280094"
"OR1C1" "ENSG00000221888"
"OR1D2" "ENSG00000184166"
"OR1D3P" "ENSG00000262106"
"OR1D4" "ENSG00000255095"
"OR1D5" "ENSG00000262628"
"OR1D6P" NA
"OR1D7P" NA
"OR1E1" "ENSG00000180016"
"OR1E2" "ENSG00000127780"
"OR1E3" "ENSG00000142163"
"OR1E4" NA
"OR1E5" NA
"OR1E6" NA
"OR1E7" NA
"OR1E8P" NA
"OR1E9P" NA
"OR1F1" "ENSG00000168124"
"OR1F2P" "ENSG00000203581"
"OR1F3P" NA
"OR1F4" NA
"OR1F5" NA
"OR1F6" NA
"OR1F7" NA
"OR1F8" NA
"OR1F9" NA
"OR1F10" NA
"OR1F11" NA
"OR1F12" "ENSG00000220721"
"OR1F13P" NA
"OR1G1" "ENSG00000183024"
"OR1G2" NA
"OR1H1P" "ENSG00000228914"
"OR1I1" NA
"OR1J1" "ENSG00000136834"
"OR1J2" "ENSG00000197233"
"OR1J3" NA
"OR1J4" "ENSG00000239590"
"OR1J5" NA
"OR1K1" "ENSG00000165204"
"OR1L1" "ENSG00000173679"
"OR1L2" NA
"OR1L3" "ENSG00000171481"
"OR1L4" "ENSG00000136939"
"OR1L5" NA
"OR1L6" "ENSG00000171459"
"OR1L7" NA
"OR1L8" "ENSG00000171496"
"OR1M1" "ENSG00000170929"
"OR1M4P" "ENSG00000267154"
"OR1N1" "ENSG00000171505"
"OR1N2" "ENSG00000171501"
"OR1N3" NA
"OR1P1" "ENSG00000262085"
"OR1Q1" "ENSG00000165202"
"OR1Q2" NA
"OR1Q3" NA
"OR1R1P" NA
"OR1R2P" NA
"OR1R3P" NA
"OR1S1" "ENSG00000280204"
"OR1S2" "ENSG00000197887"
"OR1X1P" "ENSG00000272494"
"OR1X5P" "ENSG00000214351"
"OR2A1" "ENSG00000221970"
"OR2A1-AS1" "ENSG00000244479"
"OR2A2" "ENSG00000221989"
"OR2A3P" "ENSG00000183122"
"OR2A4" "ENSG00000180658"
"OR2A5" "ENSG00000221836"
"OR2A6" NA
"OR2A7" "ENSG00000243896"
"OR2A8" NA
"OR2A9P" "ENSG00000228960"
"OR2A10" NA
"OR2A11P" NA
"OR2A12" "ENSG00000221858"
"OR2A13P" "ENSG00000273234"
"OR2A14" "ENSG00000221938"
"OR2A15P" "ENSG00000239981"
"OR2A16P" NA
"OR2A17P" NA
"OR2A18P" NA
"OR2A19" NA
"OR2A20P" "ENSG00000170356"
"OR2A21" NA
"OR2A22P" NA
"OR2A23P" NA
"OR2A24P" NA
"OR2A25" "ENSG00000221933"
"OR2A26" NA
"OR2A27" NA
"OR2A28P" NA
"OR2A41P" "ENSG00000239967"
"OR2A42" "ENSG00000212807"
"OR2AD1P" "ENSG00000223677"
"OR2AE1" "ENSG00000244623"
"OR2AE2" NA
"OR2AF1P" "ENSG00000235730"
"OR2AF2P" NA
"OR2AG1" "ENSG00000279486"
"OR2AG2" "ENSG00000188124"
"OR2AG3" NA
"OR2AH1P" "ENSG00000232511"
"OR2AI1P" "ENSG00000236791"
"OR2AJ1" "ENSG00000177275"
"OR2AK1P" NA
"OR2AK2" "ENSG00000187080"
"OR2AL1P" "ENSG00000254767"
"OR2AM1P" "ENSG00000236110"
"OR2AN1P" NA
"OR2AO1P" "ENSG00000240621"
"OR2AP1" "ENSG00000179615"
"OR2AQ1P" "ENSG00000229724"
"OR2AR1P" NA
"OR2AS1P" "ENSG00000227102"
"OR2AS2P" "ENSG00000271934"
"OR2AT1P" "ENSG00000254475"
"OR2AT2P" "ENSG00000234611"
"OR2AT4" "ENSG00000171561"
"OR2AU1P" NA
"OR2B1" NA
"OR2B1P" NA
"OR2B2" "ENSG00000168131"
"OR2B3" "ENSG00000204703"
"OR2B4P" NA
"OR2B5" NA
"OR2B6" "ENSG00000124657"
"OR2B7P" "ENSG00000187763"
"OR2B8P" "ENSG00000182477"
"OR2B9" NA
"OR2B11" "ENSG00000177535"
"OR2BH1P" "ENSG00000272882"
"OR2C1" "ENSG00000168158"
"OR2C2P" NA
"OR2C3" "ENSG00000196242"
"OR2C4" NA
"OR2C5P" NA
"OR2D1" NA
"OR2D2" "ENSG00000166368"
"OR2D3" "ENSG00000178358"
"OR2E1" NA
"OR2E1P" "ENSG00000219262"
"OR2E2" NA
"OR2F1" "ENSG00000213215"
"OR2F2" "ENSG00000221910"
"OR2F3" NA
"OR2F4" NA
"OR2F5" NA
"OR2G1P" "ENSG00000213911"
